,time,customer_no,name,location,hour
1367,11:21:00,421,Kyle Valentin,dairy,11
1368,11:21:00,422,Lucille Balsamo,dairy,11
1369,11:21:00,423,Ann Graber,fruit,11
1370,11:21:00,424,Richard Martz,fruit,11
1371,11:22:00,420,James Mathis,checkout,11
1372,11:23:00,409,Bobby Alcorn,fruit,11
1373,11:23:00,418,Armand Granados,dairy,11
1374,11:24:00,419,Ray Andrews,checkout,11
1375,11:24:00,423,Ann Graber,dairy,11
1376,11:24:00,425,Robert Williams,fruit,11
1377,11:24:00,426,Ernest Auger,drinks,11
1378,11:25:00,409,Bobby Alcorn,dairy,11
1379,11:25:00,421,Kyle Valentin,drinks,11
1380,11:25:00,422,Lucille Balsamo,spices,11
1381,11:25:00,424,Richard Martz,drinks,11
1382,11:25:00,425,Robert Williams,checkout,11
1383,11:25:00,426,Ernest Auger,checkout,11
1384,11:26:00,421,Kyle Valentin,spices,11
1385,11:26:00,422,Lucille Balsamo,dairy,11
1386,11:26:00,424,Richard Martz,spices,11
1387,11:27:00,409,Bobby Alcorn,drinks,11
1388,11:27:00,410,John Northern,dairy,11
1389,11:27:00,427,Warren Gatling,fruit,11
1390,11:27:00,428,Christopher Perry,drinks,11
1391,11:27:00,429,Richard Rodriquez,drinks,11
1392,11:28:00,424,Richard Martz,drinks,11
1393,11:28:00,430,Derrick Dietz,spices,11
1394,11:28:00,431,Janie Browne,dairy,11
1395,11:28:00,432,Sharon Hernandez,fruit,11
1396,11:29:00,417,Jessica Mistretta,checkout,11
1397,11:29:00,418,Armand Granados,fruit,11
1398,11:29:00,427,Warren Gatling,checkout,11
1399,11:29:00,428,Christopher Perry,checkout,11
1400,11:30:00,410,John Northern,drinks,11
1401,11:30:00,424,Richard Martz,checkout,11
1402,11:31:00,418,Armand Granados,checkout,11
1403,11:31:00,430,Derrick Dietz,drinks,11
1404,11:32:00,409,Bobby Alcorn,fruit,11
1405,11:32:00,421,Kyle Valentin,drinks,11
1406,11:32:00,422,Lucille Balsamo,spices,11
1407,11:32:00,430,Derrick Dietz,checkout,11
1408,11:32:00,432,Sharon Hernandez,checkout,11
1409,11:32:00,433,Robert Howard,spices,11
1410,11:32:00,434,Tammi Hasson,spices,11
1411,11:32:00,435,Tiffany Jones,dairy,11
1412,11:33:00,409,Bobby Alcorn,checkout,11
1413,11:33:00,421,Kyle Valentin,checkout,11
1414,11:33:00,422,Lucille Balsamo,dairy,11
1415,11:33:00,431,Janie Browne,drinks,11
1416,11:33:00,433,Robert Howard,drinks,11
1417,11:33:00,434,Tammi Hasson,drinks,11
1418,11:34:00,410,John Northern,checkout,11
1419,11:34:00,422,Lucille Balsamo,spices,11
1420,11:34:00,423,Ann Graber,checkout,11
1421,11:34:00,429,Richard Rodriquez,fruit,11
1422,11:34:00,431,Janie Browne,spices,11
1423,11:34:00,434,Tammi Hasson,dairy,11
1424,11:34:00,435,Tiffany Jones,drinks,11
1425,11:34:00,436,Lisa Wheeler,fruit,11
1426,11:34:00,437,Juanita Sell,drinks,11
1427,11:34:00,438,Amy Carovski,dairy,11
1428,11:35:00,429,Richard Rodriquez,checkout,11
1429,11:35:00,431,Janie Browne,dairy,11
1430,11:35:00,433,Robert Howard,checkout,11
1431,11:35:00,438,Amy Carovski,spices,11
1432,11:35:00,439,Mildred Ellerbee,fruit,11
1433,11:36:00,422,Lucille Balsamo,fruit,11
1434,11:36:00,435,Tiffany Jones,spices,11
1435,11:36:00,436,Lisa Wheeler,dairy,11
1436,11:36:00,437,Juanita Sell,fruit,11
1437,11:36:00,438,Amy Carovski,checkout,11
1438,11:37:00,422,Lucille Balsamo,spices,11
1439,11:37:00,431,Janie Browne,fruit,11
1440,11:37:00,434,Tammi Hasson,drinks,11
1441,11:37:00,435,Tiffany Jones,drinks,11
1442,11:37:00,436,Lisa Wheeler,fruit,11
1443,11:37:00,439,Mildred Ellerbee,checkout,11
1444,11:38:00,422,Lucille Balsamo,checkout,11
1445,11:38:00,436,Lisa Wheeler,dairy,11
1446,11:38:00,440,Natasha Wright,fruit,11
1447,11:38:00,441,Joni Tracey,dairy,11
1448,11:39:00,437,Juanita Sell,checkout,11
1449,11:39:00,441,Joni Tracey,spices,11
1450,11:40:00,436,Lisa Wheeler,fruit,11
1451,11:40:00,440,Natasha Wright,checkout,11
1452,11:40:00,441,Joni Tracey,dairy,11
1453,11:40:00,442,Victor Mccallum,dairy,11
1454,11:41:00,436,Lisa Wheeler,drinks,11
1455,11:41:00,442,Victor Mccallum,checkout,11
1456,11:41:00,443,Raymond Ware,fruit,11
1457,11:41:00,444,Kara Marks,fruit,11
1458,11:41:00,445,James Banks,dairy,11
1459,11:42:00,434,Tammi Hasson,fruit,11
1460,11:42:00,435,Tiffany Jones,checkout,11
1461,11:42:00,436,Lisa Wheeler,checkout,11
1462,11:42:00,444,Kara Marks,spices,11
1463,11:42:00,445,James Banks,checkout,11
1464,11:43:00,434,Tammi Hasson,dairy,11
1465,11:43:00,444,Kara Marks,fruit,11
1466,11:44:00,431,Janie Browne,checkout,11
1467,11:44:00,443,Raymond Ware,drinks,11
1468,11:44:00,444,Kara Marks,drinks,11
1469,11:44:00,446,Walter June,drinks,11
1470,11:45:00,434,Tammi Hasson,drinks,11
1471,11:45:00,446,Walter June,checkout,11
1472,11:46:00,434,Tammi Hasson,fruit,11
1473,11:46:00,444,Kara Marks,checkout,11
1474,11:46:00,447,Kenneth Holze,dairy,11
1475,11:46:00,448,Kathleen Shackett,spices,11
1476,11:47:00,434,Tammi Hasson,checkout,11
1477,11:47:00,443,Raymond Ware,spices,11
1478,11:47:00,447,Kenneth Holze,spices,11
1479,11:47:00,448,Kathleen Shackett,fruit,11
1480,11:47:00,449,Andres Laster,drinks,11
1481,11:48:00,443,Raymond Ware,checkout,11
1482,11:48:00,447,Kenneth Holze,drinks,11
1483,11:48:00,448,Kathleen Shackett,dairy,11
1484,11:48:00,450,James Eldred,dairy,11
1485,11:49:00,449,Andres Laster,checkout,11
1486,11:49:00,450,James Eldred,checkout,11
1487,11:49:00,451,Jean Becker,drinks,11
1488,11:49:00,452,Theodore Cantrell,fruit,11
1489,11:49:00,453,Fernando Schultz,dairy,11
1490,11:49:00,454,Michael Harr,spices,11
1491,11:49:00,455,Charles Rivera,fruit,11
1492,11:49:00,456,Sam Randall,drinks,11
1493,11:50:00,452,Theodore Cantrell,spices,11
1494,11:51:00,441,Joni Tracey,checkout,11
1495,11:51:00,447,Kenneth Holze,fruit,11
1496,11:51:00,451,Jean Becker,spices,11
1497,11:51:00,452,Theodore Cantrell,dairy,11
1498,11:51:00,454,Michael Harr,drinks,11
1499,11:51:00,456,Sam Randall,checkout,11
1500,11:52:00,447,Kenneth Holze,checkout,11
1501,11:52:00,457,Joshua Moss,spices,11
1502,11:52:00,458,James Stevens,fruit,11
1503,11:53:00,448,Kathleen Shackett,spices,11
1504,11:53:00,451,Jean Becker,dairy,11
1505,11:53:00,452,Theodore Cantrell,fruit,11
1506,11:53:00,453,Fernando Schultz,checkout,11
1507,11:53:00,454,Michael Harr,checkout,11
1508,11:53:00,459,Doris Decelles,fruit,11
1509,11:54:00,448,Kathleen Shackett,dairy,11
1510,11:54:00,452,Theodore Cantrell,checkout,11
1511,11:54:00,455,Charles Rivera,checkout,11
1512,11:54:00,457,Joshua Moss,checkout,11
1513,11:54:00,459,Doris Decelles,checkout,11
1514,11:55:00,448,Kathleen Shackett,fruit,11
1515,11:55:00,458,James Stevens,checkout,11
1516,11:55:00,460,Micah Johnson,dairy,11
1517,11:55:00,461,Bryan Welch,dairy,11
1518,11:55:00,462,William Mikos,dairy,11
1519,11:55:00,463,Karen Mcconnell,fruit,11
1520,11:55:00,464,Cathy White,dairy,11
1521,11:55:00,465,Sylvia Cook,drinks,11
1522,11:56:00,448,Kathleen Shackett,drinks,11
1523,11:56:00,463,Karen Mcconnell,checkout,11
1524,11:56:00,466,Alex Shoemaker,fruit,11
1525,11:56:00,467,Michael Peachey,spices,11
1526,11:56:00,468,Robin Kime,dairy,11
1527,11:57:00,448,Kathleen Shackett,checkout,11
1528,11:57:00,461,Bryan Welch,checkout,11
1529,11:57:00,465,Sylvia Cook,spices,11
1530,11:57:00,467,Michael Peachey,dairy,11
1531,11:57:00,468,Robin Kime,checkout,11
1532,11:58:00,464,Cathy White,checkout,11
1533,11:59:00,466,Alex Shoemaker,checkout,11
1534,12:00:00,460,Micah Johnson,checkout,12
1535,12:00:00,465,Sylvia Cook,checkout,12
1536,12:01:00,462,William Mikos,spices,12
1537,12:01:00,469,Dwayne Evans,drinks,12
1538,12:01:00,470,Jessie Buroker,dairy,12
1539,12:02:00,451,Jean Becker,fruit,12
1540,12:03:00,451,Jean Becker,dairy,12
1541,12:03:00,469,Dwayne Evans,spices,12
1542,12:03:00,471,Max Coll,drinks,12
1543,12:03:00,472,Donald Waller,dairy,12
1544,12:03:00,473,Loretta Crowell,dairy,12
1545,12:03:00,474,Kimberly Lehman,fruit,12
1546,12:03:00,475,Kathleen Stoker,drinks,12
1547,12:04:00,451,Jean Becker,checkout,12
1548,12:04:00,469,Dwayne Evans,checkout,12
1549,12:04:00,474,Kimberly Lehman,checkout,12
1550,12:05:00,462,William Mikos,checkout,12
1551,12:05:00,470,Jessie Buroker,checkout,12
1552,12:05:00,475,Kathleen Stoker,fruit,12
1553,12:05:00,476,Sam Karp,dairy,12
1554,12:05:00,477,Keith Rivera,dairy,12
1555,12:05:00,478,Maxine Pineda,dairy,12
1556,12:05:00,479,Basil Bacon,spices,12
1557,12:05:00,480,Fred Freels,dairy,12
1558,12:05:00,481,Kathleen Maclean,spices,12
1559,12:05:00,482,Stephen Hess,spices,12
1560,12:06:00,467,Michael Peachey,spices,12
1561,12:06:00,471,Max Coll,spices,12
1562,12:06:00,475,Kathleen Stoker,checkout,12
1563,12:06:00,478,Maxine Pineda,checkout,12
1564,12:06:00,479,Basil Bacon,fruit,12
1565,12:06:00,481,Kathleen Maclean,drinks,12
1566,12:06:00,483,James Kwok,fruit,12
1567,12:07:00,471,Max Coll,drinks,12
1568,12:07:00,472,Donald Waller,checkout,12
1569,12:07:00,484,Daniel Weiner,drinks,12
1570,12:07:00,485,Judith Nelson,spices,12
1571,12:08:00,471,Max Coll,checkout,12
1572,12:08:00,476,Sam Karp,spices,12
1573,12:08:00,480,Fred Freels,fruit,12
1574,12:08:00,485,Judith Nelson,drinks,12
1575,12:09:00,467,Michael Peachey,fruit,12
1576,12:09:00,476,Sam Karp,checkout,12
1577,12:09:00,479,Basil Bacon,dairy,12
1578,12:09:00,482,Stephen Hess,checkout,12
1579,12:09:00,483,James Kwok,dairy,12
1580,12:09:00,484,Daniel Weiner,checkout,12
1581,12:09:00,486,Vickie Carter,fruit,12
1582,12:10:00,477,Keith Rivera,fruit,12
1583,12:10:00,481,Kathleen Maclean,checkout,12
1584,12:10:00,483,James Kwok,spices,12
1585,12:10:00,487,Casey Atkins,fruit,12
1586,12:10:00,488,Myrtle Young,drinks,12
1587,12:11:00,467,Michael Peachey,checkout,12
1588,12:11:00,473,Loretta Crowell,fruit,12
1589,12:11:00,483,James Kwok,dairy,12
1590,12:11:00,485,Judith Nelson,checkout,12
1591,12:11:00,486,Vickie Carter,spices,12
1592,12:11:00,489,Teresa Dempsey,fruit,12
1593,12:11:00,490,Diana Coward,drinks,12
1594,12:12:00,487,Casey Atkins,dairy,12
1595,12:12:00,491,Michelle Williams,dairy,12
1596,12:12:00,492,Catherine Fowlie,fruit,12
1597,12:12:00,493,Daryl Speller,drinks,12
1598,12:12:00,494,Frank Bell,fruit,12
1599,12:12:00,495,Karen Albrekht,fruit,12
1600,12:13:00,479,Basil Bacon,fruit,12
1601,12:13:00,480,Fred Freels,checkout,12
1602,12:13:00,483,James Kwok,checkout,12
1603,12:13:00,486,Vickie Carter,drinks,12
1604,12:13:00,489,Teresa Dempsey,checkout,12
1605,12:13:00,490,Diana Coward,fruit,12
1606,12:13:00,492,Catherine Fowlie,drinks,12
1607,12:13:00,493,Daryl Speller,fruit,12
1608,12:14:00,479,Basil Bacon,checkout,12
1609,12:14:00,486,Vickie Carter,spices,12
1610,12:14:00,487,Casey Atkins,checkout,12
1611,12:14:00,490,Diana Coward,spices,12
1612,12:14:00,494,Frank Bell,spices,12
1613,12:15:00,473,Loretta Crowell,spices,12
1614,12:15:00,477,Keith Rivera,dairy,12
1615,12:15:00,486,Vickie Carter,fruit,12
1616,12:15:00,488,Myrtle Young,spices,12
1617,12:15:00,492,Catherine Fowlie,checkout,12
1618,12:15:00,494,Frank Bell,fruit,12
1619,12:16:00,473,Loretta Crowell,dairy,12
1620,12:16:00,486,Vickie Carter,spices,12
1621,12:16:00,491,Michelle Williams,fruit,12
1622,12:17:00,486,Vickie Carter,drinks,12
1623,12:17:00,488,Myrtle Young,drinks,12
1624,12:17:00,490,Diana Coward,fruit,12
1625,12:17:00,491,Michelle Williams,spices,12
1626,12:17:00,493,Daryl Speller,checkout,12
1627,12:17:00,494,Frank Bell,checkout,12
1628,12:17:00,495,Karen Albrekht,drinks,12
1629,12:17:00,496,Sharon Brindley,fruit,12
1630,12:18:00,488,Myrtle Young,checkout,12
1631,12:18:00,495,Karen Albrekht,spices,12
1632,12:19:00,477,Keith Rivera,fruit,12
1633,12:19:00,490,Diana Coward,dairy,12
1634,12:19:00,491,Michelle Williams,fruit,12
1635,12:19:00,495,Karen Albrekht,dairy,12
1636,12:19:00,496,Sharon Brindley,checkout,12
1637,12:19:00,497,Nancy Hulett,dairy,12
1638,12:19:00,498,Minnie Barrow,fruit,12
1639,12:20:00,473,Loretta Crowell,spices,12
1640,12:20:00,477,Keith Rivera,checkout,12
1641,12:20:00,490,Diana Coward,checkout,12
1642,12:20:00,497,Nancy Hulett,fruit,12
1643,12:20:00,498,Minnie Barrow,spices,12
1644,12:20:00,499,Ned Deshay,dairy,12
1645,12:20:00,500,Melanie Thomas,dairy,12
1646,12:21:00,473,Loretta Crowell,drinks,12
1647,12:21:00,491,Michelle Williams,checkout,12
1648,12:21:00,498,Minnie Barrow,dairy,12
1649,12:21:00,501,Lawrence Look,fruit,12
1650,12:22:00,495,Karen Albrekht,checkout,12
1651,12:22:00,498,Minnie Barrow,drinks,12
1652,12:22:00,499,Ned Deshay,drinks,12
1653,12:22:00,501,Lawrence Look,dairy,12
1654,12:22:00,502,Michaela Helems,dairy,12
1655,12:22:00,503,Constance Martin,fruit,12
1656,12:22:00,504,Wesley Chavez,fruit,12
1657,12:23:00,486,Vickie Carter,checkout,12
1658,12:23:00,498,Minnie Barrow,fruit,12
1659,12:23:00,499,Ned Deshay,checkout,12
1660,12:23:00,502,Michaela Helems,checkout,12
1661,12:24:00,497,Nancy Hulett,dairy,12
1662,12:24:00,498,Minnie Barrow,checkout,12
1663,12:24:00,500,Melanie Thomas,spices,12
1664,12:24:00,503,Constance Martin,drinks,12
1665,12:24:00,504,Wesley Chavez,checkout,12
1666,12:25:00,500,Melanie Thomas,checkout,12
1667,12:25:00,501,Lawrence Look,fruit,12
1668,12:25:00,503,Constance Martin,checkout,12
1669,12:25:00,505,Vincent Silver,fruit,12
1670,12:25:00,506,Debra Speight,spices,12
1671,12:25:00,507,Stephanie Christ,dairy,12
1672,12:26:00,497,Nancy Hulett,checkout,12
1673,12:26:00,501,Lawrence Look,spices,12
1674,12:26:00,505,Vincent Silver,drinks,12
1675,12:26:00,506,Debra Speight,drinks,12
1676,12:26:00,508,Kelly Barclay,drinks,12
1677,12:26:00,509,Danielle Pugh,fruit,12
1678,12:26:00,510,Andrew Collins,drinks,12
1679,12:27:00,501,Lawrence Look,fruit,12
1680,12:27:00,505,Vincent Silver,fruit,12
1681,12:27:00,506,Debra Speight,checkout,12
1682,12:27:00,508,Kelly Barclay,checkout,12
1683,12:27:00,511,Kyle Smith,drinks,12
1684,12:27:00,512,Paula Wright,dairy,12
1685,12:28:00,501,Lawrence Look,checkout,12
1686,12:28:00,505,Vincent Silver,checkout,12
1687,12:28:00,509,Danielle Pugh,dairy,12
1688,12:28:00,510,Andrew Collins,spices,12
1689,12:28:00,513,Sharon Ralston,dairy,12
1690,12:28:00,514,Maria Snell,dairy,12
1691,12:28:00,515,Tanisha Chavira,spices,12
1692,12:28:00,516,Jean Koehler,spices,12
1693,12:28:00,517,Gale Huber,drinks,12
1694,12:28:00,518,Melinda Lynch,fruit,12
1695,12:29:00,507,Stephanie Christ,checkout,12
1696,12:29:00,511,Kyle Smith,spices,12
1697,12:29:00,518,Melinda Lynch,checkout,12
1698,12:29:00,519,Eula Patterson,fruit,12
1699,12:29:00,520,Janie Watson,dairy,12
1700,12:29:00,521,Ray Brockhaus,spices,12
1701,12:30:00,512,Paula Wright,checkout,12
1702,12:30:00,517,Gale Huber,checkout,12
1703,12:31:00,510,Andrew Collins,dairy,12
1704,12:31:00,511,Kyle Smith,fruit,12
1705,12:31:00,521,Ray Brockhaus,checkout,12
1706,12:32:00,515,Tanisha Chavira,drinks,12
1707,12:32:00,516,Jean Koehler,fruit,12
1708,12:33:00,473,Loretta Crowell,checkout,12
1709,12:33:00,510,Andrew Collins,checkout,12
1710,12:33:00,514,Maria Snell,drinks,12
1711,12:33:00,515,Tanisha Chavira,checkout,12
1712,12:33:00,519,Eula Patterson,spices,12
1713,12:33:00,522,Diana Taylor,drinks,12
1714,12:34:00,509,Danielle Pugh,drinks,12
1715,12:34:00,511,Kyle Smith,spices,12
1716,12:34:00,514,Maria Snell,checkout,12
1717,12:34:00,520,Janie Watson,drinks,12
1718,12:34:00,522,Diana Taylor,checkout,12
1719,12:35:00,511,Kyle Smith,fruit,12
1720,12:35:00,516,Jean Koehler,checkout,12
1721,12:35:00,519,Eula Patterson,checkout,12
1722,12:36:00,509,Danielle Pugh,checkout,12
1723,12:36:00,520,Janie Watson,fruit,12
1724,12:36:00,523,Erin Laud,dairy,12
1725,12:37:00,520,Janie Watson,checkout,12
1726,12:38:00,511,Kyle Smith,spices,12
1727,12:38:00,523,Erin Laud,checkout,12
1728,12:38:00,524,Nellie Payne,dairy,12
1729,12:38:00,525,Alexandra Leingang,dairy,12
1730,12:38:00,526,John Litke,drinks,12
1731,12:39:00,511,Kyle Smith,dairy,12
1732,12:40:00,524,Nellie Payne,fruit,12
1733,12:41:00,524,Nellie Payne,dairy,12
1734,12:41:00,525,Alexandra Leingang,drinks,12
1735,12:41:00,527,Maria Thompson,fruit,12
1736,12:41:00,528,Emily Goodrich,drinks,12
1737,12:41:00,529,Kristen Nasuti,dairy,12
1738,12:42:00,513,Sharon Ralston,spices,12
1739,12:42:00,526,John Litke,spices,12
1740,12:43:00,513,Sharon Ralston,dairy,12
1741,12:43:00,525,Alexandra Leingang,fruit,12
1742,12:43:00,526,John Litke,dairy,12
1743,12:43:00,528,Emily Goodrich,fruit,12
1744,12:44:00,513,Sharon Ralston,checkout,12
1745,12:44:00,525,Alexandra Leingang,checkout,12
1746,12:44:00,527,Maria Thompson,dairy,12
1747,12:44:00,528,Emily Goodrich,checkout,12
1748,12:45:00,511,Kyle Smith,checkout,12
1749,12:45:00,524,Nellie Payne,drinks,12
1750,12:46:00,524,Nellie Payne,checkout,12
1751,12:46:00,530,Florence Bernal,dairy,12
1752,12:46:00,531,Amy Maugeri,fruit,12
1753,12:46:00,532,Wesley Crawford,dairy,12
1754,12:46:00,533,Patricia Santos,dairy,12
1755,12:46:00,534,Jim Fechtner,fruit,12
1756,12:46:00,535,Vickie Ackerman,dairy,12
1757,12:46:00,536,Shoshana Gilbert,spices,12
1758,12:47:00,527,Maria Thompson,checkout,12
1759,12:47:00,534,Jim Fechtner,checkout,12
1760,12:47:00,536,Shoshana Gilbert,fruit,12
1761,12:48:00,526,John Litke,spices,12
1762,12:48:00,529,Kristen Nasuti,fruit,12
1763,12:48:00,530,Florence Bernal,checkout,12
1764,12:48:00,532,Wesley Crawford,checkout,12
1765,12:48:00,535,Vickie Ackerman,checkout,12
1766,12:48:00,537,Michelle Brummer,fruit,12
1767,12:48:00,538,Paul Vang,fruit,12
1768,12:48:00,539,John Carter,spices,12
1769,12:48:00,540,Louise Ojeda,spices,12
1770,12:48:00,541,Keith Farley,dairy,12
1771,12:49:00,533,Patricia Santos,fruit,12
1772,12:49:00,536,Shoshana Gilbert,checkout,12
1773,12:49:00,538,Paul Vang,checkout,12
1774,12:49:00,542,Liza Cowden,fruit,12
1775,12:49:00,543,Olivia Garcia,spices,12
1776,12:50:00,531,Amy Maugeri,checkout,12
1777,12:50:00,533,Patricia Santos,dairy,12
1778,12:50:00,539,John Carter,checkout,12
1779,12:51:00,526,John Litke,dairy,12
1780,12:51:00,533,Patricia Santos,spices,12
1781,12:51:00,537,Michelle Brummer,dairy,12
1782,12:51:00,540,Louise Ojeda,dairy,12
1783,12:51:00,542,Liza Cowden,checkout,12
1784,12:51:00,544,Florence Hall,dairy,12
1785,12:52:00,526,John Litke,checkout,12
1786,12:52:00,529,Kristen Nasuti,checkout,12
1787,12:52:00,533,Patricia Santos,dairy,12
1788,12:52:00,541,Keith Farley,spices,12
1789,12:52:00,545,Andrew Ames,drinks,12
1790,12:52:00,546,Dudley Messano,fruit,12
1791,12:53:00,537,Michelle Brummer,checkout,12
1792,12:53:00,541,Keith Farley,drinks,12
1793,12:53:00,545,Andrew Ames,checkout,12
1794,12:53:00,546,Dudley Messano,drinks,12
1795,12:53:00,547,Jeremy Sexton,dairy,12
1796,12:53:00,548,Terry Evans,spices,12
1797,12:54:00,541,Keith Farley,fruit,12
1798,12:54:00,548,Terry Evans,drinks,12
1799,12:54:00,549,Jennette Dietrich,dairy,12
1800,12:54:00,550,Amy Aadland,dairy,12
1801,12:55:00,540,Louise Ojeda,drinks,12
1802,12:55:00,541,Keith Farley,checkout,12
1803,12:55:00,548,Terry Evans,checkout,12
1804,12:55:00,551,Adam Smith,drinks,12
1805,12:56:00,543,Olivia Garcia,dairy,12
1806,12:56:00,549,Jennette Dietrich,drinks,12
1807,12:56:00,551,Adam Smith,checkout,12
1808,12:57:00,533,Patricia Santos,spices,12
1809,12:57:00,550,Amy Aadland,spices,12
1810,12:58:00,533,Patricia Santos,fruit,12
1811,12:58:00,543,Olivia Garcia,drinks,12
1812,12:58:00,546,Dudley Messano,spices,12
1813,12:58:00,549,Jennette Dietrich,checkout,12
1814,12:58:00,550,Amy Aadland,drinks,12
1815,12:58:00,552,Paulette Fass,fruit,12
1816,12:59:00,533,Patricia Santos,checkout,12
1817,12:59:00,543,Olivia Garcia,checkout,12
1818,12:59:00,546,Dudley Messano,fruit,12
1819,12:59:00,552,Paulette Fass,dairy,12
1820,12:59:00,553,Rebekah Behr,drinks,12
1821,12:59:00,554,Becky Marshall,fruit,12
1822,13:00:00,540,Louise Ojeda,fruit,13
1823,13:00:00,546,Dudley Messano,checkout,13
1824,13:00:00,555,Kelly Randall,drinks,13
1825,13:00:00,556,Robbie Flanigan,spices,13
1826,13:00:00,557,Cheryl Brown,drinks,13
1827,13:01:00,544,Florence Hall,fruit,13
1828,13:01:00,556,Robbie Flanigan,drinks,13
1829,13:01:00,557,Cheryl Brown,fruit,13
1830,13:01:00,558,Michael Franken,drinks,13
1831,13:01:00,559,Tammy Ferguson,dairy,13
1832,13:01:00,560,Sarah Johnson,fruit,13
1833,13:01:00,561,Lance Peterson,fruit,13
1834,13:01:00,562,Joe Short,fruit,13
1835,13:01:00,563,Cornelius Adkins,fruit,13
1836,13:01:00,564,Anthony Epps,fruit,13
1837,13:02:00,544,Florence Hall,checkout,13
1838,13:02:00,550,Amy Aadland,checkout,13
1839,13:02:00,553,Rebekah Behr,spices,13
1840,13:02:00,555,Kelly Randall,checkout,13
1841,13:02:00,556,Robbie Flanigan,fruit,13
1842,13:02:00,558,Michael Franken,fruit,13
1843,13:02:00,559,Tammy Ferguson,checkout,13
1844,13:02:00,561,Lance Peterson,dairy,13
1845,13:02:00,562,Joe Short,checkout,13
1846,13:02:00,563,Cornelius Adkins,checkout,13
1847,13:02:00,564,Anthony Epps,spices,13
1848,13:03:00,540,Louise Ojeda,checkout,13
1849,13:03:00,547,Jeremy Sexton,checkout,13
1850,13:03:00,553,Rebekah Behr,fruit,13
1851,13:03:00,554,Becky Marshall,checkout,13
1852,13:03:00,558,Michael Franken,checkout,13
1853,13:03:00,560,Sarah Johnson,checkout,13
1854,13:03:00,564,Anthony Epps,drinks,13
1855,13:03:00,565,Robert Greer,dairy,13
1856,13:04:00,561,Lance Peterson,checkout,13
1857,13:04:00,565,Robert Greer,checkout,13
1858,13:04:00,566,Zelma Walker,spices,13
1859,13:04:00,567,Stanley Owens,dairy,13
1860,13:04:00,568,Morris Aberle,drinks,13
1861,13:04:00,569,Donald Fisher,spices,13
1862,13:04:00,570,Josephine Patterson,fruit,13
1863,13:04:00,571,David Wade,spices,13
1864,13:05:00,556,Robbie Flanigan,drinks,13
1865,13:05:00,568,Morris Aberle,checkout,13
1866,13:05:00,569,Donald Fisher,dairy,13
1867,13:05:00,572,Dennis Yost,drinks,13
1868,13:05:00,573,Lisa Wallace,fruit,13
1869,13:06:00,553,Rebekah Behr,checkout,13
1870,13:06:00,571,David Wade,checkout,13
1871,13:06:00,572,Dennis Yost,checkout,13
1872,13:06:00,574,Darlene Mcrae,spices,13
1873,13:06:00,575,Martha Mccluskey,spices,13
1874,13:07:00,574,Darlene Mcrae,dairy,13
1875,13:07:00,575,Martha Mccluskey,checkout,13
1876,13:08:00,556,Robbie Flanigan,checkout,13
1877,13:08:00,557,Cheryl Brown,drinks,13
1878,13:08:00,564,Anthony Epps,checkout,13
1879,13:08:00,566,Zelma Walker,dairy,13
1880,13:08:00,569,Donald Fisher,drinks,13
1881,13:09:00,557,Cheryl Brown,checkout,13
1882,13:09:00,567,Stanley Owens,spices,13
1883,13:09:00,573,Lisa Wallace,dairy,13
1884,13:09:00,574,Darlene Mcrae,checkout,13
1885,13:10:00,567,Stanley Owens,fruit,13
1886,13:10:00,570,Josephine Patterson,checkout,13
1887,13:11:00,576,Jerome Tews,dairy,13
1888,13:11:00,577,Richard Messer,fruit,13
1889,13:12:00,552,Paulette Fass,drinks,13
1890,13:12:00,578,Ruby Espinoza,fruit,13
1891,13:13:00,579,Juan Lee,dairy,13
1892,13:13:00,580,Tony Carballo,fruit,13
1893,13:13:00,581,Adam Gauthier,spices,13
1894,13:14:00,552,Paulette Fass,fruit,13
1895,13:14:00,566,Zelma Walker,drinks,13
1896,13:14:00,577,Richard Messer,spices,13
1897,13:14:00,580,Tony Carballo,checkout,13
1898,13:14:00,581,Adam Gauthier,drinks,13
1899,13:14:00,582,Roy Fields,spices,13
1900,13:14:00,583,Cindy Poole,fruit,13
1901,13:14:00,584,John Mayo,fruit,13
1902,13:14:00,585,Julie Walker,fruit,13
1903,13:15:00,566,Zelma Walker,checkout,13
1904,13:15:00,567,Stanley Owens,checkout,13
1905,13:15:00,576,Jerome Tews,drinks,13
1906,13:15:00,577,Richard Messer,checkout,13
1907,13:15:00,579,Juan Lee,checkout,13
1908,13:15:00,581,Adam Gauthier,spices,13
1909,13:15:00,586,William Russell,fruit,13
1910,13:15:00,587,Sally Lainhart,dairy,13
1911,13:15:00,588,Casey Flannigan,dairy,13
1912,13:15:00,589,Lance Smith,drinks,13
1913,13:15:00,590,Jennifer Harrel,fruit,13
1914,13:15:00,591,James Bradley,dairy,13
1915,13:16:00,569,Donald Fisher,checkout,13
1916,13:16:00,576,Jerome Tews,fruit,13
1917,13:16:00,578,Ruby Espinoza,checkout,13
1918,13:16:00,581,Adam Gauthier,dairy,13
1919,13:16:00,582,Roy Fields,dairy,13
1920,13:16:00,583,Cindy Poole,checkout,13
1921,13:16:00,584,John Mayo,spices,13
1922,13:16:00,585,Julie Walker,checkout,13
1923,13:16:00,587,Sally Lainhart,fruit,13
1924,13:16:00,589,Lance Smith,fruit,13
